               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.024296,            0.013926,                   0,             0.28286,             0.58023,             0.30703,              0.1506,            0.013255,           0.0063425,                   0,             0.00835,             0.00835,             0.00835
                  12,            0.024836,            0.013005,                   0,             0.30749,             0.41176,             0.26558,            0.097077,             0.01491,           0.0059392,                   0,            0.008185,            0.008185,            0.008185
                  13,            0.020746,            0.012351,                   0,             0.25376,             0.41176,             0.18264,            0.075822,            0.014737,            0.007108,                   0,             0.00802,             0.00802,             0.00802
                  14,            0.019616,            0.013483,                   0,             0.32765,             0.29412,             0.25451,             0.14661,            0.014037,           0.0066708,                   0,            0.007855,            0.007855,            0.007855
                  15,            0.020915,            0.012287,                   0,             0.45909,             0.58824,             0.58517,             0.32375,            0.010364,             0.00568,                   0,             0.00769,             0.00769,             0.00769
                  16,            0.017313,            0.011612,                   0,             0.95082,             0.70588,             0.88512,             0.31396,            0.010826,           0.0064533,                   0,            0.007525,            0.007525,            0.007525
                  17,            0.018472,            0.011343,                   0,             0.84061,             0.82353,             0.88067,             0.51602,           0.0087351,           0.0052274,                   0,             0.00736,             0.00736,             0.00736
                  18,            0.016679,            0.011178,                   0,             0.71133,             0.87017,             0.78153,             0.39721,           0.0099387,           0.0057926,                   0,            0.007195,            0.007195,            0.007195
                  19,            0.016743,            0.010462,                   0,             0.72672,             0.94118,             0.88228,             0.60824,           0.0063035,           0.0046312,                   0,             0.00703,             0.00703,             0.00703
                  20,            0.018433,            0.010949,                   0,             0.87806,                   1,             0.97711,             0.69618,           0.0074944,           0.0032871,                   0,            0.006865,            0.006865,            0.006865
                  21,            0.015556,             0.01045,                   0,             0.93893,                   1,             0.99222,             0.81264,           0.0054994,           0.0029555,                   0,              0.0067,              0.0067,              0.0067
                  22,            0.014448,           0.0099446,                   0,             0.98882,             0.88235,             0.98397,             0.85038,           0.0044605,           0.0028537,                   0,            0.006535,            0.006535,            0.006535
                  23,            0.013884,           0.0097759,                   0,             0.94438,             0.99888,             0.99222,             0.83237,           0.0051546,           0.0034585,                   0,             0.00637,             0.00637,             0.00637
                  24,            0.015817,           0.0091994,                   0,             0.99508,             0.94118,             0.99222,             0.86878,           0.0046925,           0.0028192,                   0,            0.006205,            0.006205,            0.006205
                  25,            0.013919,            0.010413,                   0,              0.9459,             0.82353,             0.96164,             0.79142,           0.0051867,           0.0032106,                   0,             0.00604,             0.00604,             0.00604
                  26,            0.014386,            0.008851,                   0,              0.9896,             0.94118,             0.98974,             0.85068,           0.0046156,           0.0025959,                   0,            0.005875,            0.005875,            0.005875
                  27,            0.013913,           0.0088765,                   0,             0.99649,                   1,               0.995,             0.75596,           0.0060305,           0.0023251,                   0,             0.00571,             0.00571,             0.00571
                  28,            0.012917,           0.0091609,                   0,              0.9953,             0.94118,             0.98974,             0.81461,           0.0049886,           0.0024033,                   0,            0.005545,            0.005545,            0.005545
                  29,            0.013411,           0.0099013,                   0,                   1,             0.95295,               0.995,             0.87923,           0.0050908,           0.0027505,                   0,             0.00538,             0.00538,             0.00538
                  30,            0.014063,            0.008647,                   0,             0.99539,             0.94118,             0.99222,             0.86086,           0.0045431,           0.0024072,                   0,            0.005215,            0.005215,            0.005215
                  31,            0.012716,           0.0081929,                   0,             0.99596,                   1,               0.995,             0.87376,            0.003789,           0.0021935,                   0,             0.00505,             0.00505,             0.00505
                  32,            0.012404,           0.0092919,                   0,             0.99606,                   1,               0.995,             0.91133,           0.0041895,           0.0019646,                   0,            0.004885,            0.004885,            0.004885
                  33,            0.012925,           0.0086003,                   0,             0.94077,             0.93463,             0.97915,              0.8369,           0.0041341,           0.0027428,                   0,             0.00472,             0.00472,             0.00472
                  34,            0.012021,           0.0090283,                   0,             0.93665,             0.87029,             0.97475,             0.85216,            0.004472,           0.0025749,                   0,            0.004555,            0.004555,            0.004555
                  35,            0.010365,           0.0085067,                   0,             0.99676,             0.94118,             0.98974,             0.79883,           0.0053877,           0.0028629,                   0,             0.00439,             0.00439,             0.00439
                  36,            0.010754,           0.0079776,                   0,             0.98762,                   1,               0.995,             0.87776,           0.0038061,           0.0023079,                   0,            0.004225,            0.004225,            0.004225
                  37,             0.01024,           0.0084572,                   0,             0.99435,                   1,               0.995,             0.93993,           0.0030687,           0.0019255,                   0,             0.00406,             0.00406,             0.00406
                  38,            0.010524,           0.0077138,                   0,             0.99752,                   1,               0.995,               0.888,           0.0037109,           0.0023079,                   0,            0.003895,            0.003895,            0.003895
                  39,            0.011466,           0.0080537,                   0,             0.99542,                   1,               0.995,             0.90539,           0.0038097,            0.002142,                   0,             0.00373,             0.00373,             0.00373
                  40,            0.010137,           0.0076541,                   0,             0.99662,                   1,               0.995,             0.95294,           0.0029861,           0.0020981,                   0,            0.003565,            0.003565,            0.003565
                  41,            0.010009,            0.007766,                   0,             0.99705,                   1,               0.995,             0.92878,           0.0029656,           0.0018568,                   0,              0.0034,              0.0034,              0.0034
                  42,           0.0085561,           0.0075863,                   0,             0.99653,                   1,               0.995,              0.9289,           0.0028581,           0.0018101,                   0,            0.003235,            0.003235,            0.003235
                  43,           0.0093729,           0.0072492,                   0,             0.99629,                   1,               0.995,             0.92895,           0.0030021,           0.0021782,                   0,             0.00307,             0.00307,             0.00307
                  44,           0.0099833,           0.0072404,                   0,             0.99622,                   1,               0.995,             0.92556,           0.0026876,           0.0020714,                   0,            0.002905,            0.002905,            0.002905
                  45,           0.0088622,           0.0072415,                   0,             0.99669,                   1,               0.995,             0.92922,           0.0030342,           0.0019207,                   0,             0.00274,             0.00274,             0.00274
                  46,           0.0079242,            0.007164,                   0,             0.99652,                   1,               0.995,             0.93034,           0.0029916,           0.0017757,                   0,            0.002575,            0.002575,            0.002575
                  47,           0.0091516,           0.0076084,                   0,             0.99635,                   1,               0.995,             0.92977,           0.0028112,           0.0017595,                   0,             0.00241,             0.00241,             0.00241
                  48,           0.0084566,           0.0078202,                   0,             0.99587,                   1,               0.995,             0.93419,           0.0028416,           0.0016937,                   0,            0.002245,            0.002245,            0.002245
                  49,           0.0075645,           0.0073942,                   0,             0.99642,                   1,               0.995,             0.91748,           0.0029133,           0.0016861,                   0,             0.00208,             0.00208,             0.00208
                  50,           0.0087927,           0.0069577,                   0,             0.99731,                   1,               0.995,              0.9228,           0.0027619,           0.0020218,                   0,            0.001915,            0.001915,            0.001915
                  51,            0.009372,           0.0074749,                   0,              0.9981,                   1,               0.995,             0.92485,           0.0026014,           0.0020924,                   0,             0.00175,             0.00175,             0.00175
                  52,           0.0078336,           0.0073351,                   0,             0.99653,                   1,               0.995,             0.92046,           0.0026492,           0.0019045,                   0,            0.001585,            0.001585,            0.001585
                  53,           0.0072669,           0.0072784,                   0,             0.99671,                   1,               0.995,             0.93398,           0.0024851,           0.0019054,                   0,             0.00142,             0.00142,             0.00142
                  54,           0.0081786,           0.0072284,                   0,              0.9958,                   1,               0.995,             0.94315,            0.002479,           0.0019455,                   0,            0.001255,            0.001255,            0.001255
                  55,           0.0081221,           0.0071459,                   0,             0.99503,                   1,               0.995,              0.9526,           0.0025586,           0.0019512,                   0,             0.00109,             0.00109,             0.00109
                  56,             0.01059,           0.0070929,                   0,             0.99597,                   1,               0.995,             0.94969,           0.0025577,            0.001874,                   0,            0.000925,            0.000925,            0.000925
                  57,           0.0069465,           0.0068275,                   0,             0.99635,                   1,               0.995,             0.94508,           0.0023931,           0.0018482,                   0,             0.00076,             0.00076,             0.00076
                  58,           0.0076097,           0.0066854,                   0,             0.99669,                   1,               0.995,             0.95727,           0.0024217,           0.0017519,                   0,            0.000595,            0.000595,            0.000595
                  59,            0.009077,            0.006958,                   0,             0.99679,                   1,               0.995,             0.97229,           0.0022433,           0.0016956,                   0,             0.00043,             0.00043,             0.00043
